,pdbid,-logKd/Ki,include,set
4591,1zkl,5.09,True,general
4592,2y1o,5.09,True,general
4593,2ygf,5.09,True,refined
4594,2yk9,5.09,True,general
4595,3hbo,5.09,True,general
4596,3o4l,5.09,True,general
4597,3w2p,5.09,True,general
4598,4c72,5.09,True,general
4599,4cq0,5.09,True,general
4600,4f6x,5.09,True,general
4601,4qvy,5.09,True,general
4602,4r4q,5.09,True,general
4603,4utv,5.09,True,general
4604,4x3u,5.09,True,general
4605,4xpj,5.09,True,general
4606,5fhm,5.09,True,refined
4607,5h5s,5.09,True,general
4608,5hkh,5.09,True,general
4609,5jmx,5.09,True,general
4610,5o9p,5.09,True,refined
4611,6e86,5.09,True,general
4612,1b9t,5.1,True,general
4613,1ez9,5.1,True,refined
4614,1kmy,5.1,True,refined
4615,1m6p,5.1,True,general
4616,1o0o,5.1,True,general
4617,1od8,5.1,True,refined
4618,1onz,5.1,True,refined
4619,1rlp,5.1,True,general
4620,1rlq,5.1,True,general
4621,1t4j,5.1,True,general
4622,1v0k,5.1,True,refined
4623,1v0m,5.1,True,general
4624,1vj6,5.1,True,general
4625,1w7g,5.1,True,refined
4626,1x8s,5.1,True,general
4627,1yvx,5.1,True,general
4628,1zaj,5.1,True,general
4629,2am2,5.1,True,general
4630,2d1x,5.1,True,general
4631,2h5a,5.1,True,general
4632,2m41,5.1,True,general
4633,2pnx,5.1,True,general
4634,2qrq,5.1,True,general
4635,2r02,5.1,True,general
4636,2r9w,5.1,True,core
4637,3bxs,5.1,True,general
4638,3gy4,5.1,True,core
4639,3h22,5.1,True,general
4640,3nif,5.1,True,general
4641,3p4v,5.1,True,refined
4642,3qw8,5.1,True,general
4643,3syr,5.1,True,core
4644,3u3f,5.1,True,general
4645,3ujb,5.1,True,general
4646,3vp2,5.1,True,general
4647,3zvy,5.1,True,general
4648,4b77,5.1,True,general
4649,4cdr,5.1,True,general
4650,4dcs,5.1,True,refined
4651,4ejf,5.1,True,general
4652,4h3q,5.1,True,general
4653,4iho,5.1,True,general
4654,4qsh,5.1,True,general
4655,4qsk,5.1,True,general
4656,4qvn,5.1,True,general
4657,4rkx,5.1,True,general
4658,4rn6,5.1,True,general
4659,4tk3,5.1,True,general
4660,4tk4,5.1,True,general
4661,4ux9,5.1,True,general
4662,4ydf,5.1,True,general
4663,5d3h,5.1,True,refined
4664,5f39,5.1,True,general
4665,5iv2,5.1,True,general
4666,5q1h,5.1,True,general
4667,5xhr,5.1,True,general
4668,6ap8,5.1,True,general
4669,6ce6,5.1,True,refined
4670,1k4h,5.11,True,refined
4671,1yp9,5.11,True,refined
4672,2h6q,5.11,True,general
4673,3gpj,5.11,True,general
4674,3hnb,5.11,True,general
4675,3k4d,5.11,True,refined
4676,3ozj,5.11,True,refined
4677,4b6u,5.11,True,general
4678,4e49,5.11,True,general
4679,4em7,5.11,True,general
4680,4gly,5.11,True,general
4681,4qfl,5.11,True,refined
4682,5c7d,5.11,True,general
4683,5kej,5.11,True,refined
4684,5lbq,5.11,True,general
4685,5lm6,5.11,True,general
4686,5ngf,5.11,True,general
4687,5ogk,5.11,True,general
4688,5u0e,5.11,True,refined
4689,5vqu,5.11,True,general
4690,5y0x,5.11,True,general
4691,6f0y,5.11,True,general
4692,1qaw,5.12,True,refined
4693,1uv6,5.12,True,refined
4694,2i5f,5.12,True,general
4695,2web,5.12,True,refined
4696,2y8o,5.12,True,general
4697,2yjw,5.12,True,general
4698,2yjx,5.12,True,general
4699,3bki,5.12,True,general
4700,3hb8,5.12,True,general
4701,3kad,5.12,True,general
4702,3n2c,5.12,True,general
4703,3nkx,5.12,True,general
4704,3tu9,5.12,True,general
4705,3zso,5.12,True,core
4706,4ay6,5.12,True,general
4707,4bio,5.12,True,general
4708,4f1l,5.12,True,refined
4709,4gj6,5.12,True,general
4710,4h81,5.12,True,refined
4711,4kiw,5.12,True,general
4712,4m5n,5.12,True,general
4713,4pci,5.12,True,general
4714,4zed,5.12,True,general
4715,5d1w,5.12,True,general
4716,5f74,5.12,True,refined
4717,5vsb,5.12,True,general
4718,5wkm,5.12,True,general
4719,5y1u,5.12,True,general
4720,6bh8,5.12,True,general
4721,1gcz,5.13,True,general
4722,1hti,5.13,True,general
4723,2kwn,5.13,True,general
4724,2x4t,5.13,True,general
4725,3aza,5.13,True,general
4726,3o8g,5.13,True,general
4727,3s9e,5.13,True,refined
4728,3wk4,5.13,True,general
4729,4ezt,5.13,True,general
4730,4flj,5.13,True,general
4731,4l7c,5.13,True,general
4732,4qms,5.13,True,general
4733,5d3p,5.13,True,refined
4734,5hda,5.13,True,general
4735,6f9u,5.13,True,refined
4736,1pmx,5.14,True,general
4737,1w2x,5.14,True,general
4738,1y3x,5.14,True,refined
4739,1zzz,5.14,True,general
4740,2br1,5.14,True,core
4741,2hqu,5.14,True,general
4742,2lct,5.14,True,general
4743,2xi7,5.14,True,general
4744,2yaz,5.14,True,refined
4745,2zjv,5.14,True,general
4746,3bls,5.14,True,general
4747,3kr2,5.14,True,general
4748,3pj2,5.14,True,general
4749,3sow,5.14,True,general
4750,3tao,5.14,True,refined
4751,3wuu,5.14,True,general
4752,4aua,5.14,True,general
4753,4bdj,5.14,True,general
4754,4c1g,5.14,True,general
4755,4ejl,5.14,True,refined
4756,4iks,5.14,True,general
4757,4qw0,5.14,True,general
4758,4xjt,5.14,True,general
4759,5btr,5.14,True,general
4760,5kva,5.14,True,refined
4761,5q11,5.14,True,general
4762,5zh4,5.14,True,general
4763,6b7c,5.14,True,general
4764,6dak,5.14,True,refined
4765,6gw1,5.14,True,general
4766,6gzl,5.14,True,general
4767,6mvx,5.14,True,general
4768,6mx3,5.14,True,general
4769,1g6s,5.15,True,general
4770,1jcx,5.15,True,refined
4771,1jvu,5.15,True,refined
4772,1kna,5.15,True,general
4773,1ljt,5.15,True,general
4774,1lkx,5.15,True,general
4775,1mzs,5.15,True,general
4776,1o0m,5.15,True,refined
4777,1pb8,5.15,True,refined
4778,1qk3,5.15,True,refined
4779,1qxw,5.15,True,general
4780,1s38,5.15,True,core
4781,1skj,5.15,True,general
4782,1t1s,5.15,True,general
4783,1thz,5.15,True,refined
4784,2afx,5.15,True,refined
4785,2go4,5.15,True,general
4786,2gtv,5.15,True,general
4787,2knh,5.15,True,general
4788,2o5d,5.15,True,general
4789,2ooz,5.15,True,general
4790,2r03,5.15,True,general
4791,2r05,5.15,True,general
4792,2xrw,5.15,True,general
4793,2xs0,5.15,True,general
4794,3b95,5.15,True,general
4795,3e6k,5.15,True,general
4796,3l5c,5.15,True,general
4797,3msl,5.15,True,general
4798,3n49,5.15,True,general
4799,3ozr,5.15,True,refined
4800,3p8e,5.15,True,general
4801,3udn,5.15,True,general
4802,4b83,5.15,True,general
4803,4h85,5.15,True,refined
4804,4jpx,5.15,True,refined
4805,4pce,5.15,True,general
4806,4qip,5.15,True,general
4807,4qrh,5.15,True,refined
4808,4qvv,5.15,True,general
4809,4qzw,5.15,True,general
4810,4w9e,5.15,True,general
4811,5alw,5.15,True,general
4812,5djp,5.15,True,general
4813,5gp7,5.15,True,general
4814,5kqg,5.15,True,general
4815,5mwz,5.15,True,general
4816,5vew,5.15,True,general
4817,5xg4,5.15,True,general
4818,5y2f,5.15,True,general
4819,6b95,5.15,True,general
4820,6f8t,5.15,True,general
4821,1jqd,5.16,True,general
4822,1oe0,5.16,True,general
4823,1q1m,5.16,True,general
4824,2ltv,5.16,True,general
4825,2y2k,5.16,True,general
4826,3b27,5.16,True,core
4827,3ctr,5.16,True,general
4828,3lqi,5.16,True,general
4829,4fqo,5.16,True,general
4830,5ow8,5.16,True,general
4831,5th7,5.16,True,general
4832,5ufc,5.16,True,refined
4833,5v83,5.16,True,general
4834,6mjf,5.16,True,refined
4835,1q0b,5.17,True,general
4836,2f5t,5.17,True,general
4837,2ynn,5.17,True,general
4838,2zfp,5.17,True,refined
4839,3b7j,5.17,True,refined
4840,3eht,5.17,True,general
4841,3nzx,5.17,True,general
4842,3rni,5.17,True,general
4843,3tc5,5.17,True,general
4844,3uvw,5.17,True,general
4845,3wuv,5.17,True,general
4846,4gkm,5.17,True,core
4847,4h3b,5.17,True,general
4848,4kp4,5.17,True,general
4849,4m5i,5.17,True,general
4851,5ahw,5.17,True,refined
4852,5aut,5.17,True,refined
4853,5diq,5.17,True,general
4854,5fdz,5.17,True,general
4855,5hm3,5.17,True,general
4856,5svi,5.17,True,general
4857,5ubg,5.17,True,general
4858,6cbf,5.17,True,refined
4859,6evo,5.17,True,general
4860,6hf5,5.17,True,general
4861,6hwz,5.17,True,general
4862,1ft7,5.18,True,refined
4863,1xur,5.18,True,general
4864,2p9a,5.18,True,general
4865,2qrg,5.18,True,general
4866,3iqv,5.18,True,general
4867,3kag,5.18,True,general
4868,3w37,5.18,True,refined
4869,4duh,5.18,True,refined
4870,4iif,5.18,True,refined
4871,4u73,5.18,True,refined
4872,4zs3,5.18,True,general
4873,5tbp,5.18,True,general
4874,6ar9,5.18,True,general
4875,6dnp,5.18,True,general
4876,1ocq,5.19,True,refined
4877,1ogg,5.19,True,refined
4878,1oxr,5.19,True,refined
4879,1rnt,5.19,True,refined
4880,2c5o,5.19,True,general
4881,2ko7,5.19,True,general
4882,2lha,5.19,True,general
4883,2mnz,5.19,True,general
4884,2nxm,5.19,True,general
4885,2qdt,5.19,True,refined
4886,2xey,5.19,True,general
4887,3kjn,5.19,True,general
4888,3s1g,5.19,True,general
4889,3t4p,5.19,True,general
4890,3twr,5.19,True,general
4891,3vfq,5.19,True,general
4892,4ezz,5.19,True,refined
4893,4fxf,5.19,True,general
4894,4g0l,5.19,True,general
4895,4m0z,5.19,True,core
4896,4ono,5.19,True,general
4897,4qok,5.19,True,general
4898,5h21,5.19,True,general
4899,5otz,5.19,True,refined
4900,6cj5,5.19,True,general
4901,6dq5,5.19,True,general
4902,1kll,5.2,True,general
4903,2pmn,5.2,True,general
4904,3kqs,5.2,True,general
4905,3ov1,5.2,True,refined
4906,3qj0,5.2,True,general
4907,3t7g,5.2,True,general
4908,3tjm,5.2,True,general
4909,3uu1,5.2,True,refined
4910,3wk6,5.2,True,general
4911,4a6s,5.2,True,refined
4912,4b70,5.2,True,general
4913,4bw2,5.2,True,general
4914,4ezq,5.2,True,general
4915,4ezr,5.2,True,refined
4916,4lk6,5.2,True,general
4917,4mk0,5.2,True,general
4918,4qvq,5.2,True,general
4919,5a7j,5.2,True,general
4920,5aia,5.2,True,general
4921,5emb,5.2,True,general
4922,5f91,5.2,True,general
4923,5g1p,5.2,True,general
4924,5hg1,5.2,True,general
4925,5lu2,5.2,True,general
4926,5q10,5.2,True,general
4927,1nw5,5.21,True,refined
4928,1o2r,5.21,True,refined
4929,1ox9,5.21,True,general
4930,1re1,5.21,True,general
4931,2brg,5.21,True,general
4932,2mlm,5.21,True,general
4933,3b2t,5.21,True,general
4934,3bcs,5.21,True,general
4935,3ilq,5.21,True,general
4936,3nsq,5.21,True,general
4937,3qiz,5.21,True,general
4938,3rth,5.21,True,general
4939,3wqv,5.21,True,general
4940,4cwo,5.21,True,refined
4941,4few,5.21,True,refined
4942,4h2m,5.21,True,general
4943,4ifh,5.21,True,general
4944,4je8,5.21,True,refined
4945,4m0r,5.21,True,refined
4946,4mds,5.21,True,general
4947,4qz2,5.21,True,general
4948,5e0j,5.21,True,general
4949,5mxr,5.21,True,general
4950,5o9q,5.21,True,refined
4951,5oje,5.21,True,general
4952,5trk,5.21,True,general
4953,5ty1,5.21,True,general
4954,5ty9,5.21,True,refined
4955,5wag,5.21,True,general
4956,5x13,5.21,True,general
4957,6asu,5.21,True,general
4958,6f8b,5.21,True,general
4959,6g84,5.21,True,general
4960,6g85,5.21,True,general
4961,7prc,5.21,True,general
4962,16pk,5.22,True,general
4963,1bq4,5.22,True,refined
4964,1f3j,5.22,True,general
4965,1gi9,5.22,True,general
4966,1gjd,5.22,True,general
4967,1h1h,5.22,True,general
4968,1irs,5.22,True,general
4969,1j17,5.22,True,refined
4970,1o5c,5.22,True,refined
4971,1pw6,5.22,True,general
4972,1ucn,5.22,True,refined
4973,1w4o,5.22,True,core
4974,1zea,5.22,True,refined
4975,1zz2,5.22,True,general
4976,2gnf,5.22,True,general
4977,2gnj,5.22,True,general
4978,2gz2,5.22,True,refined
4979,2hxm,5.22,True,refined
4980,2koh,5.22,True,general
4981,2qbx,5.22,True,general
4982,2rfy,5.22,True,general
4983,2wzm,5.22,True,refined
4984,2xow,5.22,True,general
4985,2xwy,5.22,True,general
4986,2zxd,5.22,True,refined
4987,3dne,5.22,True,refined
4988,3ds3,5.22,True,general
4989,3h85,5.22,True,general
4990,3ijz,5.22,True,general
4991,3iof,5.22,True,refined
4992,3lq2,5.22,True,refined
4993,3lq4,5.22,True,general
4994,3ms9,5.22,True,refined
4995,3n1c,5.22,True,refined
4996,3n5j,5.22,True,general
4997,3nti,5.22,True,general
4998,3o6t,5.22,True,general
4999,3osi,5.22,True,general
5000,3ppp,5.22,True,refined
5001,3q71,5.22,True,refined
5002,3qxt,5.22,True,refined
5003,3udp,5.22,True,general
5004,3vbw,5.22,True,general
5005,4kup,5.22,True,general
5006,4lrr,5.22,True,refined
5007,4r5g,5.22,True,general
5008,4u71,5.22,True,refined
5009,4z8d,5.22,True,general
5010,5cgj,5.22,True,general
5011,5dhs,5.22,True,general
5012,5dkr,5.22,True,general
5013,5ev8,5.22,True,refined
5014,5ioy,5.22,True,general
5015,5ja0,5.22,True,refined
5016,5ksv,5.22,True,general
5017,5u6k,5.22,True,general
5018,6di0,5.22,True,general
5019,6f4n,5.22,True,general
5020,1b4z,5.23,True,refined
5021,1ndw,5.23,True,refined
5022,2q38,5.23,True,refined
5023,3dcq,5.23,True,general
5024,3lc3,5.23,True,general
5025,3pxy,5.23,True,general
5026,3pxz,5.23,True,general
5027,3wqw,5.23,True,general
5028,4m5k,5.23,True,general
5029,4mh7,5.23,True,general
5030,4qp7,5.23,True,general
5031,5ema,5.23,True,general
5032,5tzo,5.23,True,general
5033,5zms,5.23,True,general
5034,6bhv,5.23,True,refined
5035,1fh7,5.24,True,refined
5036,1hk5,5.24,True,general
5037,1q8w,5.24,True,refined
5038,1s89,5.24,True,refined
5039,1zrz,5.24,True,general
5040,2jfz,5.24,True,refined
5041,2k3w,5.24,True,general
5042,2lsr,5.24,True,general
5043,2qq7,5.24,True,general
5044,2vgc,5.24,True,general
5045,2vvt,5.24,True,general
5046,3aw0,5.24,True,general
5047,3e16,5.24,True,general
5048,3m59,5.24,True,general
5049,3mle,5.24,True,general
5050,3mqf,5.24,True,general
5051,3okh,5.24,True,general
5052,3pb8,5.24,True,refined
5053,3qck,5.24,True,general
5054,3qxh,5.24,True,general
5055,3r01,5.24,True,general
5056,3rjc,5.24,True,general
5057,3tz2,5.24,True,general
5058,3ueu,5.24,True,core
5059,4drm,5.24,True,general
5060,4drn,5.24,True,general
5061,4e81,5.24,True,general
5062,4f7j,5.24,True,general
5063,4fk7,5.24,True,general
5064,4gue,5.24,True,refined
5065,4idn,5.24,True,refined
5066,4ih7,5.24,True,core
5067,4j70,5.24,True,general
5068,4non,5.24,True,refined
5069,4o7e,5.24,True,general
5070,4utx,5.24,True,general
5071,4uua,5.24,True,general
5072,4x6s,5.24,True,general
5073,4y59,5.24,True,refined
5074,4zv1,5.24,True,refined
5075,5d24,5.24,True,refined
5076,5d3j,5.24,True,refined
5077,5d6q,5.24,True,general
5078,5edd,5.24,True,refined
5079,5hjd,5.24,True,general
5080,5n7x,5.24,True,general
5081,5w1e,5.24,True,refined
5082,6cf6,5.24,True,general
5083,1okw,5.25,True,general
5084,2bfr,5.25,True,refined
5085,2pv3,5.25,True,general
5086,2xl2,5.25,True,general
5087,2xl3,5.25,True,general
5088,3pj3,5.25,True,general
5089,3r24,5.25,True,refined
5090,3tdj,5.25,True,general
5091,3u1i,5.25,True,general
5092,4flk,5.25,True,general
5093,4j2c,5.25,True,general
5094,4pkv,5.25,True,general
5095,5b5f,5.25,True,refined
5096,5b5g,5.25,True,refined
5097,5du4,5.25,True,general
5098,5nfa,5.25,True,general
5099,5q17,5.25,True,general
5100,5twj,5.25,True,refined
5101,5xup,5.25,True,general
5102,5yie,5.25,True,general
5103,6ccm,5.25,True,general
5104,6fc6,5.25,True,general
5105,1v0o,5.26,True,general
5106,1w4q,5.26,True,refined
5107,2brn,5.26,True,general
5108,2oz6,5.26,True,general
5109,2qft,5.26,True,general
5110,2vcb,5.26,True,general
5111,3n9s,5.26,True,refined
5112,3sb0,5.26,True,general
5113,3twx,5.26,True,general
5114,4jaj,5.26,True,general
5115,4l1u,5.26,True,general
5116,4omj,5.26,True,refined
5117,4qz5,5.26,True,general
5118,4r5x,5.26,True,general
5119,4w9g,5.26,True,general
5120,5a7i,5.26,True,general
5121,5akz,5.26,True,general
5122,5c7c,5.26,True,general
5123,5gs9,5.26,True,refined
5124,5iq6,5.26,True,general
5125,5kxc,5.26,True,general
5126,5vlk,5.26,True,general
5127,6fdp,5.26,True,general
5128,1qca,5.27,True,general
5129,2az5,5.27,True,general
5130,2lsv,5.27,True,general
5131,2x7u,5.27,True,refined
5132,3bmo,5.27,True,general
5133,3chp,5.27,True,general
5134,3g2u,5.27,True,general
5135,3sz9,5.27,True,general
5136,3tkw,5.27,True,refined
5137,3zrc,5.27,True,general
5138,4jfs,5.27,True,core
5139,4pl4,5.27,True,general
5140,4r6w,5.27,True,general
5141,4r6x,5.27,True,general
5142,4yzm,5.27,True,general
5143,4zx6,5.27,True,general
5144,5hwu,5.27,True,refined
5145,5ir1,5.27,True,general
5146,5irr,5.27,True,refined
5147,5ltn,5.27,True,refined
5148,5mxo,5.27,True,general
5149,5v5d,5.27,True,general
5150,6cj1,5.27,True,general
5151,1b46,5.28,True,refined
5152,1ckb,5.28,True,general
5153,1f5l,5.28,True,refined
5154,1kfy,5.28,True,general
5155,1s5q,5.28,True,general
5156,2uw4,5.28,True,general
5157,2vip,5.28,True,general
5158,2x2l,5.28,True,general
5159,2yjq,5.28,True,general
5160,3bbf,5.28,True,refined
5161,3coj,5.28,True,general
5162,3hxc,5.28,True,general
5163,3o5x,5.28,True,refined
5164,3t4h,5.28,True,general
5165,3zmh,5.28,True,general
5166,4e70,5.28,True,refined
5167,4gxl,5.28,True,general
5168,4j46,5.28,True,refined
5169,4n9b,5.28,True,general
5170,5e0m,5.28,True,general
5171,5ect,5.28,True,refined
5172,5faq,5.28,True,general
5173,5g5f,5.28,True,refined
5174,5ief,5.28,True,general
5175,5urj,5.28,True,general
5176,5urm,5.28,True,general
5177,5vqq,5.28,True,general
5178,5xpi,5.28,True,refined
5179,6ei4,5.28,True,general
5180,6g0w,5.28,True,general
5181,1c88,5.29,True,refined
5182,1wum,5.29,True,general
5183,2wc4,5.29,True,refined
5184,2xzw,5.29,True,general
5185,3che,5.29,True,general
5186,3pcu,5.29,True,general
5187,4fll,5.29,True,general
5188,4mhs,5.29,True,general
5189,4u0g,5.29,True,general
5190,4wy1,5.29,True,general
5191,5hrv,5.29,True,refined
5192,5hrx,5.29,True,refined
5193,5y59,5.29,True,general
5194,5yls,5.29,True,general
5195,1a69,5.3,True,refined
5196,1di9,5.3,True,general
5197,1g9a,5.3,True,general
5198,1g9b,5.3,True,general
5199,1g9c,5.3,True,general
5200,1g9d,5.3,True,general
5201,1h6h,5.3,True,refined
5202,1jg0,5.3,True,general
5203,1o0f,5.3,True,refined
5204,1p4u,5.3,True,general
5205,1pdq,5.3,True,general
5206,1pr1,5.3,True,general
5207,1srg,5.3,True,refined
5208,1v2h,5.3,True,general
5209,1vyq,5.3,True,general
5210,1w0x,5.3,True,general
5211,1xbb,5.3,True,general
5212,1yxd,5.3,True,general
5213,2fsa,5.3,True,general
5214,2gph,5.3,True,general
5215,2ke1,5.3,True,general
5216,2m3o,5.3,True,general
5217,2o1v,5.3,True,general
5218,2oyk,5.3,True,general
5219,2q7q,5.3,True,refined
5220,2vj1,5.3,True,general
5221,2vk6,5.3,True,refined
5222,2ww0,5.3,True,general
5223,2zxb,5.3,True,general
5224,3b9s,5.3,True,general
5225,3btr,5.3,True,general
5226,3ckr,5.3,True,general
5227,3cpc,5.3,True,general
5228,3ebb,5.3,True,general
5229,3elj,5.3,True,general
5230,3eql,5.3,True,general
5231,3gpo,5.3,True,general
5232,3hs8,5.3,True,general
5233,3jzf,5.3,True,general
5234,3jzi,5.3,True,general
5235,3p8h,5.3,True,general
5236,3p9l,5.3,True,refined
5237,3pgl,5.3,True,refined
5238,3ppo,5.3,True,general
5239,3q2a,5.3,True,general
5240,3r8u,5.3,True,general
5241,3ri1,5.3,True,general
5242,3upv,5.3,True,refined
5243,4dhu,5.3,True,general
5244,4dx9,5.3,True,general
5245,4e5i,5.3,True,general
5246,4emt,5.3,True,general
5247,4jvi,5.3,True,general
5248,4mic,5.3,True,general
5249,4nuf,5.3,True,general
5250,4o55,5.3,True,general
5251,4ob0,5.3,True,general
5252,4oem,5.3,True,general
5253,4wi1,5.3,True,general
5254,4x1q,5.3,True,general
5255,4xsy,5.3,True,general
5256,4xue,5.3,True,general
5257,4z0d,5.3,True,general
5258,4z0e,5.3,True,general
5259,5a85,5.3,True,general
5260,5ajp,5.3,True,general
5261,5bwb,5.3,True,general
5262,5dah,5.3,True,general
5263,5eyr,5.3,True,refined
5264,5icz,5.3,True,general
5265,5n16,5.3,True,general
5266,5v3r,5.3,True,general
5267,5vnb,5.3,True,general
5268,5w19,5.3,True,general
5269,5x9o,5.3,True,general
5270,5yji,5.3,True,general
5271,6d2o,5.3,True,refined
5272,1hk4,5.31,True,refined
5273,1mfd,5.31,True,refined
5274,3fcb,5.31,True,general
5275,3m53,5.31,True,general
5276,3v2o,5.31,True,general
5277,4m3f,5.31,True,general
5278,4mzk,5.31,True,general
5279,4or6,5.31,True,refined
5280,4u1b,5.31,True,refined
5281,4wvt,5.31,True,general
5282,4x6k,5.31,True,general
5283,5d0j,5.31,True,general
5284,5eij,5.31,True,refined
5285,5j47,5.31,True,general
5286,5km0,5.31,True,general
5287,5n2z,5.31,True,refined
5288,6ezi,5.31,True,general
5289,1al8,5.32,True,general
5290,1lvu,5.32,True,refined
5291,1mqj,5.32,True,general
5292,1oim,5.32,True,general
5293,1y20,5.32,True,refined
5294,2f6z,5.32,True,general
5295,2w9r,5.32,True,general
5296,3rpy,5.32,True,general
5297,3sqq,5.32,True,general
5298,3tv5,5.32,True,general
5299,3uig,5.32,True,general
5300,3v3m,5.32,True,general
5301,4h2j,5.32,True,general
5302,4hbw,5.32,True,general
5303,4ipi,5.32,True,refined
5304,4m7y,5.32,True,general
5305,4qag,5.32,True,general
5306,4r07,5.32,True,general
5307,4us3,5.32,True,refined
5308,4us4,5.32,True,general
5309,4xjr,5.32,True,general
5310,4yb6,5.32,True,general
5311,5ayy,5.32,True,general
5312,5g1z,5.32,True,refined
5313,5ks7,5.32,True,general
5314,5mlo,5.32,True,general
5315,5n17,5.32,True,refined
5316,5t4u,5.32,True,general
5317,6g0z,5.32,True,refined
5318,6h1u,5.32,True,refined
5319,2c80,5.33,True,refined
5320,2n14,5.33,True,general
5321,3arx,5.33,True,refined
5322,3ftq,5.33,True,general
5323,3gjq,5.33,True,general
5324,3hxe,5.33,True,general
5325,3ml4,5.33,True,general
5326,3ozs,5.33,True,core
5327,3q1x,5.33,True,refined
5328,3rzi,5.33,True,general
5329,3wi6,5.33,True,general
5330,4b3u,5.33,True,general
5331,4giu,5.33,True,general
5332,4mcd,5.33,True,general
5333,4mep,5.33,True,general
5334,4xy9,5.33,True,general
5335,5cqx,5.33,True,general
